expirationDate,optionType,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
2026-07-17,call,AAPL260717C00365000,2025-12-04 20:07:07+00:00,365.0,2.89,2.17,2.46,0.0,0.0,,89,0.25727061096191406,False,REGULAR,USD
2026-07-17,call,AAPL260717C00370000,2025-12-08 17:23:07+00:00,370.0,2.11,1.88,2.14,0.0,0.0,2.0,4,0.25751474914550787,False,REGULAR,USD
2026-07-17,call,AAPL260717C00380000,2025-12-01 20:30:15+00:00,380.0,2.03,1.41,1.6,0.0,0.0,2.0,4,0.25751474914550787,False,REGULAR,USD
2026-07-17,call,AAPL260717C00390000,2025-12-05 17:00:13+00:00,390.0,1.27,1.05,1.22,0.0,0.0,20.0,20,0.25879647460937505,False,REGULAR,USD
2026-07-17,call,AAPL260717C00400000,2025-12-08 15:18:31+00:00,400.0,0.93,0.77,0.93,0.0,0.0,1.0,50,0.2601392346191406,False,REGULAR,USD
2026-07-17,call,AAPL260717C00410000,2025-12-04 15:00:21+00:00,410.0,0.87,0.62,0.72,0.0,0.0,2.0,14,0.2620923400878906,False,REGULAR,USD
2026-07-17,put,AAPL260717P00160000,2025-12-09 20:11:26+00:00,160.0,0.78,0.8,0.86,-0.030000031,-3.7037075,4.0,510,0.38843385009765624,False,REGULAR,USD
2026-07-17,put,AAPL260717P00165000,2025-12-05 15:14:10+00:00,165.0,0.94,0.89,1.05,0.0,0.0,1.0,83,0.3833069482421875,False,REGULAR,USD
2026-07-17,put,AAPL260717P00170000,2025-12-05 15:14:09+00:00,170.0,1.08,1.04,1.21,0.0,0.0,4.0,207,0.37439590454101557,False,REGULAR,USD
2026-07-17,put,AAPL260717P00175000,2025-12-09 20:33:22+00:00,175.0,1.22,1.21,1.29,-0.029999971,-2.3999977,2.0,37,0.3601138208007812,False,REGULAR,USD
2026-07-17,put,AAPL260717P00180000,2025-12-05 15:14:10+00:00,180.0,1.44,1.4,1.58,0.0,0.0,2.0,54,0.35632967895507806,False,REGULAR,USD
2026-07-17,put,AAPL260717P00185000,2025-12-08 15:01:54+00:00,185.0,1.64,1.63,1.81,0.0,0.0,1.0,49,0.3479069116210937,False,REGULAR,USD
2026-07-17,put,AAPL260717P00190000,2025-12-05 15:14:09+00:00,190.0,1.9,1.88,2.07,0.0,0.0,11.0,30,0.33954517883300783,False,REGULAR,USD
2026-07-17,put,AAPL260717P00200000,2025-12-05 20:59:20+00:00,200.0,2.48,2.49,2.71,0.0,0.0,1.0,28,0.3237372314453124,False,REGULAR,USD
2026-07-17,put,AAPL260717P00205000,2025-12-08 19:05:42+00:00,205.0,2.93,2.86,3.15,-0.059999943,-2.006687,1.0,40,0.31763377685546873,False,REGULAR,USD
2026-07-17,put,AAPL260717P00210000,2025-12-09 20:45:52+00:00,210.0,3.35,3.4,3.65,-0.10000014,-2.8985548,1.0,24,0.31153032226562494,False,REGULAR,USD
2026-07-17,put,AAPL260717P00215000,2025-12-08 20:24:37+00:00,215.0,3.85,3.8,4.05,-0.05000019,-1.2820561,5.0,4,0.3016122085571289,False,REGULAR,USD
2026-07-17,put,AAPL260717P00220000,2025-12-05 17:33:36+00:00,220.0,4.35,4.5,4.65,-0.16000032,-3.547679,6.0,14,0.2951730639648437,False,REGULAR,USD
2026-07-17,put,AAPL260717P00225000,2025-12-09 15:11:00+00:00,225.0,5.05,5.0,5.45,-0.14999962,-2.8846083,2.0,163,0.29123633575439445,False,REGULAR,USD
2026-07-17,put,AAPL260717P00230000,2025-12-09 17:34:45+00:00,230.0,5.75,5.75,6.05,-0.3000002,-4.9586806,1.0,43,0.28174546386718746,False,REGULAR,USD
2026-07-17,put,AAPL260717P00235000,2025-12-08 20:59:29+00:00,235.0,6.6,6.55,7.1,-0.099999905,-1.492536,1.0,12,0.2788158056640625,False,REGULAR,USD
2026-07-17,put,AAPL260717P00240000,2025-12-09 19:44:26+00:00,240.0,7.6,7.7,7.85,0.099999905,1.3333321,43.0,43,0.2691113128662109,False,REGULAR,USD
2026-07-17,put,AAPL260717P00245000,2025-12-09 16:07:45+00:00,245.0,8.75,8.75,8.95,0.05000019,0.57471484,15.0,53,0.26343510009765625,False,REGULAR,USD
2026-07-17,put,AAPL260717P00250000,2025-12-09 15:31:58+00:00,250.0,9.9,9.95,10.15,0.059999466,0.6097507,7.0,233,0.25739268005371096,False,REGULAR,USD
2026-07-17,put,AAPL260717P00255000,2025-12-02 14:30:15+00:00,255.0,10.0,11.0,11.5,0.0,0.0,3.0,50,0.2515943981933594,False,REGULAR,USD
2026-07-17,put,AAPL260717P00260000,2025-12-04 20:00:45+00:00,260.0,12.51,12.5,13.0,0.0,0.0,13.0,27,0.24582663360595702,False,REGULAR,USD
2026-07-17,put,AAPL260717P00265000,2025-12-09 20:50:00+00:00,265.0,14.2,14.3,14.65,-0.19999981,-1.3888876,6.0,59,0.2399978344726562,False,REGULAR,USD
2026-07-17,put,AAPL260717P00270000,2025-12-09 18:58:50+00:00,270.0,15.75,16.25,16.45,0.52999973,3.4822583,15.0,67,0.23395541442871093,False,REGULAR,USD
2026-07-17,put,AAPL260717P00275000,2025-12-08 14:30:00+00:00,275.0,17.85,17.95,18.5,0.0,0.0,5.0,89,0.22875221939086915,False,REGULAR,USD
2026-07-17,put,AAPL260717P00280000,2025-12-09 20:50:00+00:00,280.0,20.15,20.45,20.7,-0.70000076,-3.3573177,25.0,122,0.2230607479858398,True,REGULAR,USD
2026-07-17,put,AAPL260717P00285000,2025-12-08 18:56:23+00:00,285.0,22.5,22.5,23.15,-0.8999996,-3.8461523,1.0,37,0.2179643634033203,True,REGULAR,USD
2026-07-17,put,AAPL260717P00290000,2025-12-04 20:58:39+00:00,290.0,24.51,25.1,26.1,0.0,0.0,10.0,42,0.21631643066406248,True,REGULAR,USD
2026-07-17,put,AAPL260717P00295000,2025-12-04 15:37:26+00:00,295.0,26.74,27.75,29.1,0.0,0.0,1.0,17,0.21289849609375,True,REGULAR,USD
2026-07-17,put,AAPL260717P00300000,2025-12-08 14:41:29+00:00,300.0,31.1,31.25,32.45,0.0,0.0,6.0,16,0.21134211517333978,True,REGULAR,USD
2026-07-17,put,AAPL260717P00315000,2025-12-03 20:22:11+00:00,315.0,37.53,40.2,43.55,0.0,0.0,,1,0.20664245513916013,True,REGULAR,USD
2026-07-17,put,AAPL260717P00320000,2025-12-08 14:55:04+00:00,320.0,45.45,45.0,47.35,0.0,0.0,5.0,2,0.20154607055664062,True,REGULAR,USD
2026-07-17,put,AAPL260717P00325000,2025-12-03 19:42:52+00:00,325.0,44.52,49.55,51.05,0.0,0.0,24.0,10,0.1912312322998047,True,REGULAR,USD
2026-07-17,put,AAPL260717P00330000,2025-12-09 16:32:30+00:00,330.0,53.76,53.85,54.45,1.8099976,3.4841146,2.0,7,0.16742775939941407,True,REGULAR,USD
2026-07-17,put,AAPL260717P00335000,2025-12-04 19:14:07+00:00,335.0,56.7,58.25,59.9,0.0,0.0,,15,0.18927812683105472,True,REGULAR,USD
2026-07-17,put,AAPL260717P00340000,2025-12-04 20:27:58+00:00,340.0,60.46,62.25,64.55,0.0,0.0,21.0,18,0.1905598522949219,True,REGULAR,USD
2026-08-21,call,AAPL260821C00110000,2025-11-14 17:49:15+00:00,110.0,168.9,168.35,171.1,0.0,0.0,5.0,5,0.7063017651367188,True,REGULAR,USD
2026-08-21,call,AAPL260821C00115000,2025-08-12 19:12:56+00:00,115.0,118.75,0.0,0.0,0.0,0.0,,116,1.0000000000000003e-05,True,REGULAR,USD
2026-08-21,call,AAPL260821C00120000,2025-11-25 16:36:33+00:00,120.0,161.9,158.75,162.35,0.0,0.0,45.0,5,0.6898224377441409,True,REGULAR,USD
2026-08-21,call,AAPL260821C00125000,2025-12-08 20:00:37+00:00,125.0,155.02,153.95,156.9,0.0,0.0,1.0,74,0.6544224011230471,True,REGULAR,USD
2026-08-21,call,AAPL260821C00130000,2025-10-22 18:45:40+00:00,130.0,131.02,149.8,153.0,0.0,0.0,72.0,87,0.6687044848632814,True,REGULAR,USD
2026-08-21,call,AAPL260821C00135000,2025-12-05 14:51:05+00:00,135.0,148.95,144.35,147.95,0.0,0.0,4.0,7,0.6302527209472657,True,REGULAR,USD
2026-08-21,call,AAPL260821C00140000,2025-12-05 16:55:43+00:00,140.0,142.88,139.55,143.15,0.0,0.0,245.0,252,0.610904769897461,True,REGULAR,USD
2026-08-21,call,AAPL260821C00145000,2025-10-21 13:51:08+00:00,145.0,124.17,135.35,138.75,0.0,0.0,11.0,18,0.609500975341797,True,REGULAR,USD
2026-08-21,call,AAPL260821C00150000,2025-12-01 19:54:38+00:00,150.0,136.01,130.05,133.6,0.0,0.0,5.0,77,0.5755657678222657,True,REGULAR,USD
2026-08-21,call,AAPL260821C00155000,2025-11-25 14:34:47+00:00,155.0,128.9,125.3,128.9,0.0,0.0,2.0,22,0.5592085095214845,True,REGULAR,USD
2026-08-21,call,AAPL260821C00160000,2025-12-04 15:24:15+00:00,160.0,126.57,120.55,124.15,0.0,0.0,20.0,110,0.5421188366699221,True,REGULAR,USD
2026-08-21,call,AAPL260821C00165000,2025-11-28 15:48:00+00:00,165.0,117.46,115.85,119.45,0.0,0.0,1.0,43,0.5264634756469727,True,REGULAR,USD
2026-08-21,call,AAPL260821C00170000,2025-12-05 14:41:22+00:00,170.0,115.89,111.65,114.15,0.0,0.0,1.0,76,0.5093432855224609,True,REGULAR,USD
2026-08-21,call,AAPL260821C00175000,2025-12-09 14:52:54+00:00,175.0,110.42,107.75,109.45,4.169998,3.924704,1.0,20,0.5037891418457032,True,REGULAR,USD
2026-08-21,call,AAPL260821C00180000,2025-12-02 19:32:42+00:00,180.0,112.09,101.95,105.55,0.0,0.0,4.0,27,0.5254564056396485,True,REGULAR,USD
2026-08-21,call,AAPL260821C00185000,2025-12-03 17:37:33+00:00,185.0,99.77,98.45,99.75,-8.18,-7.5775824,10.0,48,0.4834341207885743,True,REGULAR,USD
2026-08-21,call,AAPL260821C00190000,2025-11-18 14:59:09+00:00,190.0,86.15,93.7,95.5,0.0,0.0,5.0,75,0.4758963543701171,True,REGULAR,USD
2026-08-21,call,AAPL260821C00195000,2025-11-24 15:09:16+00:00,195.0,86.85,89.7,90.5,0.0,0.0,15.0,92,0.4524590887451172,True,REGULAR,USD
2026-08-21,call,AAPL260821C00200000,2025-12-09 15:27:30+00:00,200.0,86.26,85.3,86.7,-10.290001,-10.657691,1.0,155,0.452428571472168,True,REGULAR,USD
2026-08-21,call,AAPL260821C00210000,2025-12-05 20:31:49+00:00,210.0,78.48,76.15,77.75,0.0,0.0,2.0,308,0.42438319763183596,True,REGULAR,USD
2026-08-21,call,AAPL260821C00220000,2025-12-09 15:40:27+00:00,220.0,68.67,68.1,68.65,0.009994507,0.01455652,5.0,243,0.39258419921875,True,REGULAR,USD
2026-08-21,call,AAPL260821C00230000,2025-12-09 16:47:11+00:00,230.0,60.5,60.0,60.65,-1.3400002,-2.1668825,5.0,678,0.37564711273193363,True,REGULAR,USD
2026-08-21,call,AAPL260821C00240000,2025-12-08 15:49:09+00:00,240.0,53.6,52.25,52.85,0.8999977,1.7077755,1.0,552,0.35773347351074214,True,REGULAR,USD
2026-08-21,call,AAPL260821C00250000,2025-12-09 20:36:35+00:00,250.0,45.9,45.0,45.4,1.2000008,2.6845653,65.0,1579,0.34041492111206056,True,REGULAR,USD
2026-08-21,call,AAPL260821C00260000,2025-12-09 20:52:35+00:00,260.0,38.51,38.15,38.55,0.12999725,0.3387109,24.0,1167,0.3259344750976562,True,REGULAR,USD
2026-08-21,call,AAPL260821C00270000,2025-12-09 20:50:00+00:00,270.0,32.55,31.95,32.4,1.0499992,3.3333309,8.0,1386,0.3144294631958008,True,REGULAR,USD
2026-08-21,call,AAPL260821C00280000,2025-12-09 15:20:27+00:00,280.0,26.84,26.25,26.65,0.19000053,0.7129476,32.0,1924,0.30193263992309577,False,REGULAR,USD
2026-08-21,call,AAPL260821C00290000,2025-12-09 19:21:34+00:00,290.0,22.17,21.35,21.65,1.1599998,5.5211797,164.0,1175,0.29184668121337876,False,REGULAR,USD
2026-08-21,call,AAPL260821C00300000,2025-12-09 19:21:34+00:00,300.0,17.4,17.1,17.3,0.049999237,0.28818002,215.0,1353,0.28284408569335934,False,REGULAR,USD
2026-08-21,call,AAPL260821C00310000,2025-12-09 20:13:44+00:00,310.0,13.6,13.5,13.7,0.15000057,1.1152459,73.0,11005,0.27603873382568356,False,REGULAR,USD
2026-08-21,call,AAPL260821C00320000,2025-12-09 20:07:21+00:00,320.0,10.8,10.55,10.75,0.31000042,2.9551995,2.0,537,0.27075924560546877,False,REGULAR,USD
2026-08-21,call,AAPL260821C00330000,2025-12-08 18:53:21+00:00,330.0,8.84,8.2,8.4,0.71000004,8.733088,92.0,1110,0.26709717285156254,False,REGULAR,USD
2026-08-21,call,AAPL260821C00340000,2025-12-09 19:24:16+00:00,340.0,6.5,6.35,6.5,-0.07000017,-1.0654516,132.0,928,0.2639844110107422,False,REGULAR,USD
2026-08-21,call,AAPL260821C00350000,2025-12-09 14:56:04+00:00,350.0,5.3,4.9,5.05,0.42000008,8.606559,8.0,172,0.2624280300903321,False,REGULAR,USD
2026-08-21,call,AAPL260821C00360000,2025-12-04 19:04:08+00:00,360.0,4.45,3.8,3.9,0.0,0.0,46.0,71,0.26117682189941405,False,REGULAR,USD
2026-08-21,call,AAPL260821C00370000,2025-12-08 18:02:14+00:00,370.0,3.1,2.94,3.05,0.0,0.0,2.0,194,0.2613599255371094,False,REGULAR,USD
2026-08-21,call,AAPL260821C00380000,2025-12-02 18:02:35+00:00,380.0,3.36,2.27,2.33,0.0,0.0,26.0,179,0.2603833728027344,False,REGULAR,USD
2026-08-21,call,AAPL260821C00390000,2025-12-02 20:33:24+00:00,390.0,2.75,1.76,1.81,0.0,0.0,40.0,39,0.260749580078125,False,REGULAR,USD
2026-08-21,call,AAPL260821C00400000,2025-12-08 18:24:50+00:00,400.0,1.42,1.36,1.42,0.0,0.0,1.0,77,0.26178716735839846,False,REGULAR,USD
2026-08-21,call,AAPL260821C00410000,2025-12-01 17:18:19+00:00,410.0,1.12,1.06,1.11,-0.120000005,-9.67742,1.0,108,0.26270268554687504,False,REGULAR,USD
2026-08-21,call,AAPL260821C00420000,2025-12-03 17:09:36+00:00,420.0,1.3,0.76,0.93,0.0,0.0,1.0,12,0.26673096557617193,False,REGULAR,USD
2026-08-21,call,AAPL260821C00440000,2025-12-03 15:55:42+00:00,440.0,0.83,0.51,0.56,0.0,0.0,1.0,3,0.26758544921875,False,REGULAR,USD
2026-08-21,call,AAPL260821C00450000,2025-12-05 17:30:49+00:00,450.0,0.45,0.4,0.45,0.0,0.0,1.0,303,0.2695385546875,False,REGULAR,USD
2026-08-21,put,AAPL260821P00110000,2025-12-05 15:01:32+00:00,110.0,0.24,0.21,0.32,0.0,0.0,10.0,387,0.495122236328125,False,REGULAR,USD
2026-08-21,put,AAPL260821P00115000,2025-10-07 18:42:30+00:00,115.0,0.54,0.29,0.39,0.0,0.0,2.0,20,0.48608912353515626,False,REGULAR,USD
2026-08-21,put,AAPL260821P00120000,2025-12-09 19:21:44+00:00,120.0,0.32,0.33,0.38,-0.17000002,-34.693882,36.0,547,0.4626518579101563,False,REGULAR,USD
2026-08-21,put,AAPL260821P00125000,2025-12-04 14:30:02+00:00,125.0,0.4,0.35,0.47,0.0,0.0,1.0,31,0.4558159887695313,False,REGULAR,USD
2026-08-21,put,AAPL260821P00130000,2025-12-08 18:23:49+00:00,130.0,0.45,0.42,0.5,-0.01000002,-2.1739173,1.0,39,0.43921459228515625,False,REGULAR,USD
2026-08-21,put,AAPL260821P00135000,2025-11-26 19:02:12+00:00,135.0,0.61,0.48,0.62,0.0,0.0,1.0,46,0.4337214831542969,False,REGULAR,USD
2026-08-21,put,AAPL260821P00140000,2025-12-09 19:03:30+00:00,140.0,0.6,0.57,0.71,-0.07999998,-11.764703,2.0,18,0.4232235412597656,False,REGULAR,USD
2026-08-21,put,AAPL260821P00145000,2025-12-09 15:05:38+00:00,145.0,0.7,0.71,0.81,-0.32,-31.37255,1.0,18,0.4128476684570312,False,REGULAR,USD
2026-08-21,put,AAPL260821P00150000,2025-11-28 15:35:15+00:00,150.0,0.94,0.77,0.93,0.0,0.0,1.0,68,0.40332627929687503,False,REGULAR,USD
2026-08-21,put,AAPL260821P00155000,2025-12-09 18:27:06+00:00,155.0,0.92,0.9,1.06,-0.03999996,-4.1666627,1.0,106,0.39380489013671877,False,REGULAR,USD
2026-08-21,put,AAPL260821P00160000,2025-12-01 16:17:42+00:00,160.0,1.14,1.04,1.21,0.0,0.0,1.0,428,0.3846497082519531,False,REGULAR,USD
2026-08-21,put,AAPL260821P00165000,2025-12-04 14:41:26+00:00,165.0,1.26,1.21,1.38,0.0,0.0,1.0,271,0.37573866455078125,False,REGULAR,USD
2026-08-21,put,AAPL260821P00170000,2025-11-21 16:01:03+00:00,170.0,2.34,1.46,1.51,0.0,0.0,1.0,469,0.3639589971923829,False,REGULAR,USD
2026-08-21,put,AAPL260821P00175000,2025-12-03 20:43:28+00:00,175.0,1.62,1.62,1.79,0.0,0.0,1.0,249,0.35864899169921877,False,REGULAR,USD
2026-08-21,put,AAPL260821P00180000,2025-12-09 16:26:12+00:00,180.0,1.89,1.9,1.98,0.06999993,3.8461502,73.0,597,0.3482120843505859,False,REGULAR,USD
2026-08-21,put,AAPL260821P00185000,2025-12-08 14:35:08+00:00,185.0,2.11,2.21,2.27,0.0,0.0,1.0,715,0.3409489733886719,False,REGULAR,USD
2026-08-21,put,AAPL260821P00190000,2025-12-04 20:05:08+00:00,190.0,2.51,2.46,2.68,-0.029999971,-1.1811012,2.0,267,0.3364324169921875,False,REGULAR,USD
2026-08-21,put,AAPL260821P00195000,2025-12-08 16:48:11+00:00,195.0,2.86,2.78,3.1,0.01999998,0.7042247,2.0,371,0.3306341351318359,False,REGULAR,USD
2026-08-21,put,AAPL260821P00200000,2025-12-08 17:00:35+00:00,200.0,3.25,3.3,3.4,0.0,0.0,10.0,1169,0.3202582623291015,False,REGULAR,USD
2026-08-21,put,AAPL260821P00210000,2025-12-05 20:28:22+00:00,210.0,4.15,4.25,4.4,0.0,0.0,1.0,842,0.30689169677734374,False,REGULAR,USD
2026-08-21,put,AAPL260821P00220000,2025-12-09 15:06:51+00:00,220.0,5.55,5.45,5.65,0.10000038,1.8348695,18.0,913,0.29383030395507803,False,REGULAR,USD
2026-08-21,put,AAPL260821P00230000,2025-12-09 15:06:51+00:00,230.0,7.1,7.0,7.25,-0.1500001,-2.0689669,18.0,1287,0.28183701568603514,False,REGULAR,USD
2026-08-21,put,AAPL260821P00240000,2025-12-09 16:36:38+00:00,240.0,9.05,9.0,9.25,0.25,2.840909,18.0,912,0.2703930383300781,False,REGULAR,USD
2026-08-21,put,AAPL260821P00250000,2025-12-09 16:08:48+00:00,250.0,11.55,11.5,11.7,0.15000057,1.3157946,11.0,824,0.2591931991577149,False,REGULAR,USD
2026-08-21,put,AAPL260821P00260000,2025-12-08 14:59:27+00:00,260.0,14.25,14.2,14.95,-0.05000019,-0.34965166,1.0,439,0.251411294555664,False,REGULAR,USD
2026-08-21,put,AAPL260821P00270000,2025-12-09 20:52:30+00:00,270.0,18.0,18.0,18.25,0.10000038,0.55866134,47.0,383,0.2373733489990234,False,REGULAR,USD
2026-08-21,put,AAPL260821P00280000,2025-12-09 20:50:00+00:00,280.0,21.95,22.1,22.5,0.37000084,1.7145544,1.0,496,0.2267228207397461,True,REGULAR,USD
2026-08-21,put,AAPL260821P00290000,2025-12-05 20:17:00+00:00,290.0,26.4,26.9,27.85,0.0,0.0,1.0,170,0.22017686569213862,True,REGULAR,USD
2026-08-21,put,AAPL260821P00300000,2025-12-04 20:54:40+00:00,300.0,32.0,32.75,33.3,0.0,0.0,3.0,9932,0.20627624786376947,True,REGULAR,USD
2026-08-21,put,AAPL260821P00310000,2025-12-03 18:03:20+00:00,310.0,34.93,38.6,40.7,0.0,0.0,23.0,85,0.206489868774414,True,REGULAR,USD
2026-08-21,put,AAPL260821P00320000,2025-12-05 20:40:26+00:00,320.0,45.63,46.2,47.1,0.0,0.0,6.0,80,0.1834493276977539,True,REGULAR,USD
2026-08-21,put,AAPL260821P00330000,2025-12-09 17:33:11+00:00,330.0,54.15,54.7,55.8,-0.75,-1.3661202,4.0,52,0.1840901904296875,True,REGULAR,USD
2026-08-21,put,AAPL260821P00340000,2025-12-09 17:19:15+00:00,340.0,63.06,63.25,64.0,1.0300026,1.6604911,2.0,41,0.16199568481445312,True,REGULAR,USD
2026-08-21,put,AAPL260821P00350000,2025-12-05 20:34:25+00:00,350.0,71.3,71.1,74.7,0.0,0.0,2.0,5,0.1990741714477539,True,REGULAR,USD
2026-08-21,put,AAPL260821P00360000,2025-12-03 18:05:13+00:00,360.0,74.3,80.9,84.05,0.0,0.0,,0,0.19702951416015624,True,REGULAR,USD
2026-08-21,put,AAPL260821P00370000,2025-12-02 18:34:24+00:00,370.0,84.62,91.1,93.95,0.0,0.0,1.0,0,0.2090533197021484,True,REGULAR,USD
2026-08-21,put,AAPL260821P00380000,2025-10-16 19:14:03+00:00,380.0,133.25,105.85,109.5,0.0,0.0,,0,0.3485477743530273,True,REGULAR,USD
2026-08-21,put,AAPL260821P00440000,2025-11-03 16:35:13+00:00,440.0,172.79,161.05,163.95,0.0,0.0,1.0,0,0.30152065673828127,True,REGULAR,USD
2026-09-18,call,AAPL260918C00050000,2025-10-20 19:59:13+00:00,50.0,213.0,226.5,230.25,0.0,0.0,4.0,21,1.0388231652832034,True,REGULAR,USD
2026-09-18,call,AAPL260918C00055000,2025-12-08 14:39:47+00:00,55.0,224.2,221.65,225.35,0.0,0.0,50.0,65,0.9987793090820312,True,REGULAR,USD
2026-09-18,call,AAPL260918C00060000,2025-10-24 16:54:41+00:00,60.0,204.3,216.85,220.6,0.0,0.0,1.0,13,0.9733889379882812,True,REGULAR,USD
2026-09-18,call,AAPL260918C00065000,2025-08-25 18:54:43+00:00,65.0,164.78,0.0,0.0,0.0,0.0,1.0,1,1.0000000000000003e-05,True,REGULAR,USD
2026-09-18,call,AAPL260918C00070000,2025-09-09 14:43:05+00:00,70.0,168.21,175.6,179.35,0.0,0.0,1.0,3,1.0000000000000003e-05,True,REGULAR,USD
2026-09-18,call,AAPL260918C00075000,2025-11-11 15:29:10+00:00,75.0,202.5,202.35,206.0,0.0,0.0,6.0,102,0.8780529772949219,True,REGULAR,USD
2026-09-18,call,AAPL260918C00080000,2025-11-11 15:29:33+00:00,80.0,197.3,197.5,201.2,0.0,0.0,6.0,125,0.8513198461914062,True,REGULAR,USD
2026-09-18,call,AAPL260918C00085000,2025-09-19 13:50:14+00:00,85.0,158.77,188.2,191.9,0.0,0.0,1.0,29,1.0000000000000003e-05,True,REGULAR,USD
2026-09-18,call,AAPL260918C00090000,2025-12-08 17:39:06+00:00,90.0,189.5,187.95,191.55,0.0,0.0,1.0,25,0.8037129003906249,True,REGULAR,USD
2026-09-18,call,AAPL260918C00095000,2025-11-05 17:39:26+00:00,95.0,178.65,183.75,186.75,0.0,0.0,4.0,12,0.79883013671875,True,REGULAR,USD
2026-09-18,call,AAPL260918C00100000,2025-11-20 17:14:15+00:00,100.0,171.5,178.9,181.3,0.0,0.0,1.0,108,0.7552514709472657,True,REGULAR,USD
2026-09-18,call,AAPL260918C00105000,2025-11-12 16:09:22+00:00,105.0,172.5,173.5,176.5,0.0,0.0,1.0,13,0.7168607415771484,True,REGULAR,USD
2026-09-18,call,AAPL260918C00110000,2025-10-23 16:22:34+00:00,110.0,154.15,168.75,172.55,0.0,0.0,20.0,32,0.7196072961425781,True,REGULAR,USD
2026-09-18,call,AAPL260918C00115000,2025-09-10 17:19:27+00:00,115.0,117.5,133.05,136.15,0.0,0.0,5.0,28,1.0000000000000003e-05,True,REGULAR,USD
2026-09-18,call,AAPL260918C00120000,2025-12-08 16:57:34+00:00,120.0,161.05,159.15,162.7,0.0,0.0,10.0,82,0.6718782812500002,True,REGULAR,USD
2026-09-18,call,AAPL260918C00125000,2025-12-02 20:26:49+00:00,125.0,165.4,154.85,157.3,0.0,0.0,65.0,736,0.6496617065429688,True,REGULAR,USD
2026-09-18,call,AAPL260918C00130000,2025-09-22 18:37:43+00:00,130.0,131.35,145.25,148.95,0.0,0.0,1.0,14,0.5200243310546875,True,REGULAR,USD
2026-09-18,call,AAPL260918C00135000,2025-11-06 16:16:27+00:00,135.0,141.91,144.8,148.4,0.0,0.0,1.0,12,0.6152382226562501,True,REGULAR,USD
2026-09-18,call,AAPL260918C00140000,2025-12-08 17:40:07+00:00,140.0,141.95,140.05,143.65,0.0,0.0,1.0,59,0.5977213079833985,True,REGULAR,USD
2026-09-18,call,AAPL260918C00145000,2025-11-21 15:53:57+00:00,145.0,131.1,135.4,138.9,0.0,0.0,18.0,28,0.5819133605957032,True,REGULAR,USD
2026-09-18,call,AAPL260918C00150000,2025-12-01 15:51:00+00:00,150.0,133.25,130.6,134.2,0.0,0.0,1.0,82,0.5645185150146486,True,REGULAR,USD
2026-09-18,call,AAPL260918C00155000,2025-12-02 15:07:47+00:00,155.0,133.79,126.4,129.5,0.0,0.0,5.0,76,0.5559736785888674,True,REGULAR,USD
2026-09-18,call,AAPL260918C00160000,2025-12-09 20:14:59+00:00,160.0,123.9,121.8,124.15,1.2799988,1.0438744,1.0,101,0.532231240234375,True,REGULAR,USD
2026-09-18,call,AAPL260918C00165000,2025-11-24 14:39:41+00:00,165.0,116.98,117.05,120.2,0.0,0.0,10.0,89,0.5254869229125977,True,REGULAR,USD
2026-09-18,call,AAPL260918C00170000,2025-11-25 14:36:10+00:00,170.0,117.0,112.4,115.55,0.0,0.0,2.0,151,0.5104419073486328,True,REGULAR,USD
2026-09-18,call,AAPL260918C00175000,2025-12-02 18:03:52+00:00,175.0,117.18,107.35,110.95,0.0,0.0,10.0,176,0.5313462393188476,True,REGULAR,USD
2026-09-18,call,AAPL260918C00180000,2025-12-02 15:41:17+00:00,180.0,112.72,103.5,105.5,0.0,0.0,1.0,214,0.49777723907470706,True,REGULAR,USD
2026-09-18,call,AAPL260918C00185000,2025-11-19 20:50:32+00:00,185.0,93.35,99.1,101.0,0.0,0.0,3.0,92,0.48468532897949224,True,REGULAR,USD
2026-09-18,call,AAPL260918C00190000,2025-12-05 19:09:21+00:00,190.0,97.59,94.7,96.45,0.0,0.0,2.0,363,0.47031169342041024,True,REGULAR,USD
2026-09-18,call,AAPL260918C00195000,2025-12-09 15:05:48+00:00,195.0,91.89,90.7,91.3,0.29000092,0.3165949,14.0,871,0.44467718414306634,True,REGULAR,USD
2026-09-18,call,AAPL260918C00200000,2025-12-09 17:03:27+00:00,200.0,87.5,86.35,87.1,1.449997,1.6850632,1.0,1547,0.43662062408447266,True,REGULAR,USD
2026-09-18,call,AAPL260918C00205000,2025-12-09 18:35:15+00:00,205.0,83.39,82.05,82.6,1.3399963,1.633146,3.0,1290,0.42270474761962884,True,REGULAR,USD
2026-09-18,call,AAPL260918C00210000,2025-12-08 17:59:06+00:00,210.0,78.1,77.9,78.35,0.0,0.0,3.0,2075,0.4125730130004882,True,REGULAR,USD
2026-09-18,call,AAPL260918C00215000,2025-12-05 20:18:09+00:00,215.0,75.37,73.55,74.05,0.0,0.0,4.0,537,0.4010374838256836,True,REGULAR,USD
2026-09-18,call,AAPL260918C00220000,2025-12-09 19:12:39+00:00,220.0,70.9,69.45,69.9,1.4500046,2.0878396,3.0,1509,0.3911804046630859,True,REGULAR,USD
2026-09-18,call,AAPL260918C00225000,2025-12-09 16:14:50+00:00,225.0,65.85,65.4,65.95,0.75,1.1520737,7.0,675,0.3834290173339844,True,REGULAR,USD
